delegator,amount,since,delta
cosmos1uzq9ftylttddfvnk84tx7pxffwuwa3wmkey4jj,282.356161,1638251395,0
cosmos1f3a8hmeqdaw6t04luycf5gty6te3uel6203cer,280.084636,1645758440,0
cosmos1qm5e0hymjh6h74tjjlqc5e3htjfl2ctwa2fzsv,279.565042,1618223546,0
cosmos1med0wca7rhqln3edfa3fwr00kkl55023eeshmx,279.285212,1597161071,0
cosmos1x6ehfpkawrr28y3zlntnejm5kjlu5zq3lsxgdn,276.7,1636290981,0
cosmos1jkds32zmwh9hyvwfycp9sgus2ert0jx47d5z0z,276.425187,1630141471,0
cosmos1y8f6dqvlnu542r6dnaw9apnd6x5lufcdca0hdx,275.172583,1613874580,0
cosmos1yuxy9w8l6rjvn580xjpl9a8k3e4hqvuayfc8gm,275,1621687500,0
cosmos1s5v3xgfpr3xgvq8zv086uavzuxdglp7l77vd40,270.220506,1633117605,0
cosmos18mmzqn9700qwcwywpwsdfsn8eh70lglj8dlahk,270,1620392074,0
cosmos1xmsmru5g2a4gr2scd5r69yzjcku6eze30f0770,268.391762,1617008850,0
cosmos1nks9q6q5w56nhdqluc4y3pakuugrgppmxnwtcu,266.95296,1632670705,0
cosmos1302lpl4hwtczfs8kjw587plwrxsx6qcj94c89q,263.534457,1603455861,0
cosmos1w9u0xsj96v0t5rn3pzug3p7cl87agwpf8wkc5d,261.874005,1646112641,261.874005
cosmos1f9s64cse3sj52jatv6hvhv8m8pklwxluj29d47,260.079116,1627133851,0
cosmos1hetlsaltmql2wuy4pk2j06xk63pzuxasaaa0tw,259.102253,1624959747,0
cosmos1pq2ejhf9k2gfpka2rkyfwh9yk6v8llj7f3e48e,258.529918,1630464141,0
cosmos1ntwnzzv3d6298nvka99gn2vcv2k535u88hjef7,256.427619,1642493070,0
cosmos1x0jr6dqxluzdqdfglr6z923wdc6nhe625gglx7,255.762484,1631738094,0
cosmos1ghwep3c2sxjfmllgydyj8pvf4fzuuc2637xl7a,253.686315,1631035632,0
cosmos1gxspe5h4veyr6snyn8nxxpaxa90ldmyfp5rh7e,251.796786,1636549423,0
cosmos1pn95pzndqupmzcvexjm0h9xfshtj4rzhqfdqux,251.271516,1624707182,0
