delegator,amount,since,delta
cosmos1c00unxwqhe0xf8z6srwpdz98x2haphmzfhn4jv,130,1646247194,130
cosmos1pdk8cymepy8qw5qvjh0c24s9uzgk97vdh7nvgd,130,1642650754,0
cosmos19xjpljrpf8plca8zu4qaf9yjex7x8cs62j7dfc,129.9,1644068692,0
cosmos1v7vx0pesduz69uqtjsvtyn3zrecjxfpjgg9xeh,129.5,1640282709,0
cosmos14nufxs3eu6ussde6x4ll7w4dh7twj77jx3gcgl,128.2,1632386321,0
cosmos1rx7lurxcgjw243wnlfreyear040rvu694l4fqg,127.974401,1640851553,0
cosmos133nv22sk8vcly6zcpme8mr0n6nmjc7l5fzk3j8,127.013857,1596329560,0
cosmos1u05jk48xh38lnz7rv8st4z9yejvchn22skcmeu,126.441888,1640878024,0
cosmos1p4r5lv6pdchdnxw9ekqjwa08kzefrcrgrq36p5,125.679981,1636241439,0
cosmos13473hr9yy0ash7fw2qd83qrjzg9l9uxc98qz6q,125,1645249405,0
cosmos18z3h9p8rpf89mf7tfg5852ay0lrht52e6mtezs,125,1643899173,0
cosmos19e8nr3g2p2yh5c7uw6dj9c0gmgy2r9d7ts0sq5,124,1640851487,0
cosmos1p7905vsf896wwtw4vmt089l2szuckdugrcjz2j,122,1642017171,0
cosmos1w2dqvpu2nledj2grdtkyrel9862a459j90g5wl,121.90875,1645570285,0
cosmos1q6wutgt57f3cycaex8q0sze53tuc99e0we9p5t,121.845592,1639919117,0
cosmos1q78zj4ypfghgfedze6hjfcmkqjld30n5g4gx5e,120.283691,1628192837,0
cosmos1jyu9zjvr670y2njagmzlfqw3fs2nj8x4u79nd8,119.63562,1644221270,0
cosmos1sv4gryhchwmevv4w73mlxlrj3dhufe7l0v3qye,118.310124,1618152722,0
cosmos193k9cjyahn6d0r68ra6tmk52jlhq5qe0can7k0,118,1641352927,0
cosmos1q73f398z4egpsj0fg2u55w34qxxkjzmf37fje7,118,1642304407,0
cosmos1gkda3mwj4es08zw77dm9pqfmrg77h5f66ypjn6,118,1640851518,0
cosmos1za9tc0zmjc9vlrg80ccw08jnpasw37m46gn2k2,117,1641709967,0
cosmos1dnmrhvpcljew6k5nag0nlhchh7td6xz8flpl8r,115.85,1643344180,1.4
cosmos1f7sa4nr5nhlt57vy5553tqzs5dlz7x6jx6uxw5,115,1635365955,0
cosmos1axwr207fgwauaclt5rdkqmftuw4tu79fv0ffz4,115,1645625593,0
cosmos1jr4l8ugp63zy6lnzax996pda50zysg3n0d38m5,115,1645960451,0
cosmos1v833a3sl4ett42nruafrjydwqaf33vz5zc3nxh,113.507,1636433447,0.31
cosmos19g32sc9lx0yg68cur3ff4pnfv2knjuajn0f9lf,113,1640851266,0
cosmos1e5848w3x2s388ecs56nlw7z9ghxx5d3xgfw2vz,112.5,1643503781,0
cosmos1q09487fy95l6pgl3egjhc5ej4xsff720teh364,112.258926,1627021545,0
cosmos1rp2flwax08v7cdy5wxmth8yjagfctsfwrzwps4,110.441227,1642595109,0
cosmos12zq7crlxsd5zak5rjp0k5mlycjy5netmwt67yr,110,1644161706,0
cosmos1jv82rgvz8n9lm3p05sagt0ruqleacm7uzdtgtl,110,1642224384,0
cosmos14xfrmlcjt9pktxr93fm8rfc8qhmh5ly74a9j2q,110,1640851225,0
cosmos1uysvre4k35fkjszaafsjx6ww2uv8dm26l6htds,110,1645076957,0
cosmos1hdmv3j72pp8pwav4pjsc2252t0ucz9lsz64d65,109.178911,1643773923,0
cosmos1l4xt5ywkkk9dkw0gzdk9xjsc9p8shr9tt9crfr,109,1640851308,0
cosmos1t47fyg46afchqykm8stktfhayunp0axr54gwhg,108.69088,1640520909,0
cosmos1w3r3qf22z9j6jczh9makq4ree75q0wk8ny655n,108.5,1639429179,0
cosmos19n2udce239ndfjn90mjjk6enwfwdzfht8qga56,108,1642345031,0
cosmos10zqvlr3ayqf4dfrwnxerrzkx2l24g0qa7yk5em,108,1643884403,0
cosmos1sfh35cw9rpmpjzpwzxc97rtkyyqttyg4mraw46,108,1640851379,0
cosmos19wgtmvzq5fqwuhk7gksmkky9n247hcp3879qmn,108,1640851158,0
